period_begin,period_end,region,property_type,median_sale_price,median_list_price,homes_sold,new_listings,months_of_supply
12/1/2018,12/31/2018,"Johnson County, KS",All Residential,285000.0,295200.0,688.0,437.0,2.7
4/1/2015,4/30/2015,"Johnson County, KS",Single Family Residential,240000.0,245000.0,931.0,1377.0,3.7
7/1/2017,7/31/2017,"Johnson County, KS",Single Family Residential,275000.0,265000.0,1055.0,1024.0,2.1
3/1/2022,3/31/2022,"Johnson County, KS",Multi-Family (2-4 Unit),406000.0,388450.0,1.0,5.0,4.0
12/1/2018,12/31/2018,"Johnson County, KS",Single Family Residential,299950.0,295200.0,607.0,382.0,2.9
3/1/2018,3/31/2018,"Johnson County, KS",Townhouse,204500.0,299500.0,50.0,91.0,3.0
11/1/2017,11/30/2017,"Johnson County, KS",Condo/Co-op,109500.0,267950.0,21.0,18.0,1.5
4/1/2021,4/30/2021,"Johnson County, KS",Condo/Co-op,160000.0,374600.0,23.0,23.0,0.7
2/1/2018,2/28/2018,"Johnson County, KS",Single Family Residential,280000.0,299550.0,531.0,761.0,3.0
7/1/2022,7/31/2022,"Johnson County, KS",Multi-Family (2-4 Unit),300000.0,399900.0,5.0,3.0,1.2
1/1/2018,1/31/2018,"Johnson County, KS",Multi-Family (2-4 Unit),180000.0,276250.0,10.0,15.0,1.4
8/1/2015,8/31/2015,"Johnson County, KS",Single Family Residential,257500.0,235000.0,969.0,869.0,3.1
2/1/2013,2/28/2013,"Johnson County, KS",Townhouse,120000.0,214475.0,37.0,66.0,6.1
11/1/2022,11/30/2022,"Johnson County, KS",Townhouse,261500.0,390000.0,56.0,31.0,0.8
10/1/2014,10/31/2014,"Johnson County, KS",Condo/Co-op,84800.0,225000.0,19.0,16.0,4.4
1/1/2018,1/31/2018,"Johnson County, KS",Townhouse,151850.0,276250.0,34.0,47.0,3.4
10/1/2022,10/31/2022,"Johnson County, KS",All Residential,400000.0,392500.0,778.0,657.0,1.7
2/1/2015,2/28/2015,"Johnson County, KS",Condo/Co-op,82450.0,239950.0,6.0,19.0,10.7
7/1/2014,7/31/2014,"Johnson County, KS",All Residential,225375.0,232750.0,1138.0,1228.0,3.5
8/1/2018,8/31/2018,"Johnson County, KS",Multi-Family (2-4 Unit),197500.0,279000.0,5.0,7.0,1.6
6/1/2016,6/30/2016,"Johnson County, KS",All Residential,261111.0,254950.0,1389.0,1395.0,2.1
8/1/2020,8/31/2020,"Johnson County, KS",Single Family Residential,349250.0,335000.0,1120.0,1103.0,1.3
9/1/2012,9/30/2012,"Johnson County, KS",Townhouse,147250.0,208950.0,50.0,54.0,5.6
6/1/2012,6/30/2012,"Johnson County, KS",Condo/Co-op,87000.0,219000.0,7.0,18.0,12.3
1/1/2017,1/31/2017,"Johnson County, KS",Townhouse,159000.0,269975.0,38.0,65.0,2.6
5/1/2019,5/31/2019,"Johnson County, KS",All Residential,310000.0,310000.0,1271.0,1462.0,1.8
2/1/2012,2/29/2012,"Johnson County, KS",Multi-Family (2-4 Unit),133000.0,207250.0,5.0,2.0,5.0
11/1/2013,11/30/2013,"Johnson County, KS",All Residential,228750.0,219900.0,686.0,642.0,4.8
8/1/2022,8/31/2022,"Johnson County, KS",Townhouse,243525.0,379900.0,54.0,57.0,1.3
5/1/2016,5/31/2016,"Johnson County, KS",Condo/Co-op,106725.0,255000.0,20.0,17.0,1.8
3/1/2013,3/31/2013,"Johnson County, KS",All Residential,210000.0,215000.0,755.0,1123.0,4.7
8/1/2019,8/31/2019,"Johnson County, KS",Townhouse,181500.0,300000.0,85.0,88.0,1.3
3/1/2020,3/31/2020,"Johnson County, KS",Single Family Residential,338113.5,320000.0,786.0,1046.0,2.0
9/1/2014,9/30/2014,"Johnson County, KS",Multi-Family (2-4 Unit),175220.0,225000.0,8.0,9.0,4.3
1/1/2020,1/31/2020,"Johnson County, KS",All Residential,305475.0,329900.0,565.0,710.0,2.8
11/1/2019,11/30/2019,"Johnson County, KS",Single Family Residential,315000.0,320000.0,695.0,605.0,2.6
5/1/2015,5/31/2015,"Johnson County, KS",Townhouse,145000.0,240000.0,92.0,93.0,2.6
10/1/2019,10/31/2019,"Johnson County, KS",Townhouse,170000.0,299000.0,84.0,77.0,1.3
5/1/2017,5/31/2017,"Johnson County, KS",Single Family Residential,285000.0,269997.0,1149.0,1223.0,1.9
11/1/2022,11/30/2022,"Johnson County, KS",Single Family Residential,435000.0,390000.0,576.0,429.0,2.1
12/1/2013,12/31/2013,"Johnson County, KS",Townhouse,130000.0,219900.0,57.0,30.0,3.5
9/1/2022,9/30/2022,"Johnson County, KS",All Residential,395000.0,395000.0,893.0,862.0,1.6
6/1/2012,6/30/2012,"Johnson County, KS",All Residential,220000.0,219000.0,995.0,1084.0,4.4
6/1/2020,6/30/2020,"Johnson County, KS",All Residential,325000.0,345000.0,1185.0,1285.0,1.4
8/1/2013,8/31/2013,"Johnson County, KS",All Residential,215000.0,219950.0,1059.0,1061.0,3.6
6/1/2017,6/30/2017,"Johnson County, KS",Single Family Residential,300000.0,269950.0,1252.0,1331.0,1.8
1/1/2016,1/31/2016,"Johnson County, KS",Townhouse,125500.0,264950.0,46.0,66.0,3.5
4/1/2022,4/30/2022,"Johnson County, KS",Single Family Residential,425000.0,400000.0,783.0,1137.0,1.3
5/1/2017,5/31/2017,"Johnson County, KS",Multi-Family (2-4 Unit),175000.0,269997.0,5.0,4.0,1.6
6/1/2019,6/30/2019,"Johnson County, KS",Multi-Family (2-4 Unit),237000.0,299500.0,1.0,11.0,9.0
3/1/2017,3/31/2017,"Johnson County, KS",Single Family Residential,280000.0,298000.0,835.0,1257.0,2.4
6/1/2014,6/30/2014,"Johnson County, KS",Single Family Residential,240000.0,238500.0,1143.0,1181.0,3.2
7/1/2013,7/31/2013,"Johnson County, KS",All Residential,222000.0,215000.0,1169.0,1153.0,3.4
5/1/2013,5/31/2013,"Johnson County, KS",Multi-Family (2-4 Unit),180000.0,214950.0,5.0,11.0,6.2
3/1/2012,3/31/2012,"Johnson County, KS",All Residential,193750.0,209950.0,670.0,1287.0,6.2
10/1/2015,10/31/2015,"Johnson County, KS",Townhouse,147500.0,249250.0,70.0,54.0,2.6
6/1/2013,6/30/2013,"Johnson County, KS",Condo/Co-op,125250.0,229000.0,20.0,15.0,3.4
8/1/2014,8/31/2014,"Johnson County, KS",All Residential,228625.0,224900.0,988.0,991.0,3.8
4/1/2014,4/30/2014,"Johnson County, KS",Townhouse,137250.0,239500.0,52.0,77.0,4.9
9/1/2015,9/30/2015,"Johnson County, KS",Townhouse,142000.0,250000.0,64.0,70.0,3.2
2/1/2022,2/28/2022,"Johnson County, KS",Multi-Family (2-4 Unit),390000.0,395000.0,6.0,4.0,0.5
9/1/2018,9/30/2018,"Johnson County, KS",Multi-Family (2-4 Unit),215000.0,300000.0,5.0,8.0,2.0
11/1/2020,11/30/2020,"Johnson County, KS",All Residential,329950.0,329000.0,1012.0,718.0,1.3
1/1/2023,1/31/2023,"Johnson County, KS",All Residential,392500.0,425000.0,422.0,551.0,2.6
12/1/2020,12/31/2020,"Johnson County, KS",All Residential,325000.0,319900.0,1008.0,584.0,1.1
1/1/2022,1/31/2022,"Johnson County, KS",Condo/Co-op,180000.0,379950.0,9.0,15.0,0.8
11/1/2021,11/30/2021,"Johnson County, KS",Condo/Co-op,157500.0,360000.0,22.0,16.0,0.7
8/1/2016,8/31/2016,"Johnson County, KS",Single Family Residential,260000.0,254950.0,1012.0,894.0,2.4
4/1/2013,4/30/2013,"Johnson County, KS",Townhouse,124900.0,220000.0,53.0,81.0,5.1
11/1/2018,11/30/2018,"Johnson County, KS",Multi-Family (2-4 Unit),240000.0,289700.0,5.0,7.0,1.0
10/1/2017,10/31/2017,"Johnson County, KS",Condo/Co-op,119250.0,279900.0,22.0,19.0,1.8
9/1/2014,9/30/2014,"Johnson County, KS",Townhouse,143375.0,225000.0,64.0,69.0,3.9
8/1/2017,8/31/2017,"Johnson County, KS",Multi-Family (2-4 Unit),197750.0,250000.0,9.0,12.0,2.0
10/1/2018,10/31/2018,"Johnson County, KS",All Residential,270500.0,294950.0,960.0,935.0,2.5
4/1/2019,4/30/2019,"Johnson County, KS",Single Family Residential,305424.5,325000.0,850.0,1357.0,2.5
8/1/2019,8/31/2019,"Johnson County, KS",Multi-Family (2-4 Unit),244500.0,300000.0,10.0,9.0,0.5
6/1/2013,6/30/2013,"Johnson County, KS",All Residential,221000.0,229000.0,1157.0,1268.0,3.6
4/1/2016,4/30/2016,"Johnson County, KS",Single Family Residential,264900.0,275000.0,896.0,1368.0,2.9
3/1/2016,3/31/2016,"Johnson County, KS",Single Family Residential,249000.0,275000.0,767.0,1283.0,3.1
8/1/2022,8/31/2022,"Johnson County, KS",All Residential,414975.0,379900.0,1014.0,890.0,1.3
11/1/2019,11/30/2019,"Johnson County, KS",Condo/Co-op,176500.0,320000.0,14.0,6.0,1.9
2/1/2022,2/28/2022,"Johnson County, KS",Single Family Residential,431000.0,395000.0,488.0,736.0,1.6
12/1/2015,12/31/2015,"Johnson County, KS",All Residential,233000.0,239900.0,769.0,517.0,3.3
3/1/2023,3/31/2023,"Johnson County, KS",Townhouse,274000.0,420000.0,34.0,53.0,1.2
8/1/2015,8/31/2015,"Johnson County, KS",Condo/Co-op,91875.0,235000.0,20.0,19.0,2.7
8/1/2016,8/31/2016,"Johnson County, KS",Multi-Family (2-4 Unit),212500.0,254950.0,6.0,13.0,2.5
3/1/2020,3/31/2020,"Johnson County, KS",Townhouse,185000.0,320000.0,69.0,87.0,1.2
6/1/2013,6/30/2013,"Johnson County, KS",Single Family Residential,233000.0,229000.0,1061.0,1168.0,3.5
2/1/2012,2/29/2012,"Johnson County, KS",All Residential,175500.0,207250.0,468.0,872.0,7.9
11/1/2014,11/30/2014,"Johnson County, KS",Townhouse,131000.0,230000.0,51.0,50.0,4.1
4/1/2012,4/30/2012,"Johnson County, KS",Single Family Residential,207250.0,215000.0,684.0,1093.0,5.8
1/1/2012,1/31/2012,"Johnson County, KS",All Residential,189000.0,199250.0,419.0,702.0,8.1
1/1/2021,1/31/2021,"Johnson County, KS",Single Family Residential,352000.0,360000.0,600.0,748.0,1.8
6/1/2016,6/30/2016,"Johnson County, KS",Condo/Co-op,97500.0,254950.0,15.0,29.0,2.9
5/1/2021,5/31/2021,"Johnson County, KS",Multi-Family (2-4 Unit),320000.0,365000.0,7.0,10.0,0.6
10/1/2021,10/31/2021,"Johnson County, KS",Condo/Co-op,162000.0,350000.0,14.0,18.0,1.3
11/1/2016,11/30/2016,"Johnson County, KS",Townhouse,154000.0,250000.0,65.0,67.0,1.8
9/1/2012,9/30/2012,"Johnson County, KS",All Residential,199950.0,208950.0,666.0,784.0,5.9
9/1/2016,9/30/2016,"Johnson County, KS",Multi-Family (2-4 Unit),169500.0,260000.0,8.0,7.0,1.6
8/1/2015,8/31/2015,"Johnson County, KS",Townhouse,142500.0,235000.0,79.0,76.0,2.7
6/1/2020,6/30/2020,"Johnson County, KS",Multi-Family (2-4 Unit),277500.0,345000.0,4.0,7.0,1.0
1/1/2019,1/31/2019,"Johnson County, KS",Single Family Residential,295500.0,309000.0,474.0,678.0,3.7
9/1/2018,9/30/2018,"Johnson County, KS",Townhouse,178500.0,300000.0,78.0,63.0,1.8
12/1/2014,12/31/2014,"Johnson County, KS",Condo/Co-op,113000.0,220000.0,15.0,8.0,3.7
7/1/2018,7/31/2018,"Johnson County, KS",Single Family Residential,300000.0,274900.0,1072.0,1082.0,2.2
5/1/2012,5/31/2012,"Johnson County, KS",Townhouse,143000.0,200000.0,67.0,84.0,5.2
2/1/2014,2/28/2014,"Johnson County, KS",All Residential,195000.0,230000.0,494.0,801.0,6.1
2/1/2018,2/28/2018,"Johnson County, KS",Townhouse,163000.0,299550.0,37.0,52.0,3.2
1/1/2012,1/31/2012,"Johnson County, KS",Townhouse,100000.0,199250.0,33.0,55.0,8.9
9/1/2014,9/30/2014,"Johnson County, KS",Single Family Residential,229125.0,225000.0,748.0,820.0,4.5
7/1/2014,7/31/2014,"Johnson County, KS",Multi-Family (2-4 Unit),196500.0,232750.0,5.0,12.0,8.2
6/1/2017,6/30/2017,"Johnson County, KS",All Residential,282500.0,269950.0,1372.0,1469.0,1.8
9/1/2018,9/30/2018,"Johnson County, KS",Single Family Residential,276000.0,300000.0,731.0,916.0,3.3
11/1/2015,11/30/2015,"Johnson County, KS",Multi-Family (2-4 Unit),233700.0,244975.0,2.0,4.0,6.5
8/1/2017,8/31/2017,"Johnson County, KS",Condo/Co-op,114875.0,250000.0,26.0,28.0,1.5
9/1/2014,9/30/2014,"Johnson County, KS",Condo/Co-op,90750.0,225000.0,15.0,28.0,6.2
5/1/2019,5/31/2019,"Johnson County, KS",Condo/Co-op,131000.0,310000.0,29.0,31.0,1.2
9/1/2022,9/30/2022,"Johnson County, KS",Condo/Co-op,200000.0,395000.0,11.0,16.0,1.5
11/1/2021,11/30/2021,"Johnson County, KS",Townhouse,227000.0,360000.0,68.0,55.0,0.7
12/1/2012,12/31/2012,"Johnson County, KS",Single Family Residential,229500.0,213100.0,635.0,407.0,4.1
8/1/2014,8/31/2014,"Johnson County, KS",Condo/Co-op,116000.0,224900.0,15.0,24.0,5.5
3/1/2019,3/31/2019,"Johnson County, KS",Condo/Co-op,127000.0,310000.0,15.0,29.0,2.1
7/1/2019,7/31/2019,"Johnson County, KS",Townhouse,189000.0,285000.0,73.0,77.0,1.4
11/1/2012,11/30/2012,"Johnson County, KS",Townhouse,138250.0,196000.0,40.0,49.0,5.8
8/1/2016,8/31/2016,"Johnson County, KS",All Residential,247500.0,254950.0,1126.0,1006.0,2.3
6/1/2021,6/30/2021,"Johnson County, KS",Condo/Co-op,189000.0,350000.0,24.0,25.0,1.0
7/1/2019,7/31/2019,"Johnson County, KS",Condo/Co-op,159950.0,285000.0,18.0,20.0,1.9
7/1/2019,7/31/2019,"Johnson County, KS",Multi-Family (2-4 Unit),250000.0,285000.0,7.0,5.0,1.0
2/1/2014,2/28/2014,"Johnson County, KS",Condo/Co-op,100000.0,230000.0,7.0,15.0,7.0
8/1/2014,8/31/2014,"Johnson County, KS",Townhouse,150000.0,224900.0,73.0,71.0,3.5
1/1/2018,1/31/2018,"Johnson County, KS",All Residential,265000.0,276250.0,577.0,738.0,3.1
12/1/2020,12/31/2020,"Johnson County, KS",Single Family Residential,340000.0,319900.0,914.0,524.0,1.2
3/1/2019,3/31/2019,"Johnson County, KS",Multi-Family (2-4 Unit),295000.0,310000.0,8.0,6.0,0.4
8/1/2021,8/31/2021,"Johnson County, KS",Condo/Co-op,157000.0,350000.0,23.0,23.0,1.0
4/1/2014,4/30/2014,"Johnson County, KS",Single Family Residential,224250.0,239500.0,806.0,1273.0,4.4
2/1/2023,2/28/2023,"Johnson County, KS",Single Family Residential,414513.0,415000.0,441.0,513.0,2.4
6/1/2020,6/30/2020,"Johnson County, KS",Townhouse,195000.0,345000.0,88.0,65.0,0.7
11/1/2017,11/30/2017,"Johnson County, KS",Single Family Residential,280500.0,267950.0,829.0,640.0,2.3
7/1/2016,7/31/2016,"Johnson County, KS",Single Family Residential,266500.0,250000.0,1088.0,1077.0,2.4
3/1/2014,3/31/2014,"Johnson County, KS",Single Family Residential,210000.0,229000.0,559.0,1121.0,5.7
12/1/2014,12/31/2014,"Johnson County, KS",All Residential,235000.0,220000.0,712.0,433.0,3.8
1/1/2021,1/31/2021,"Johnson County, KS",Townhouse,198000.0,360000.0,57.0,49.0,0.6
6/1/2012,6/30/2012,"Johnson County, KS",Townhouse,139085.0,219000.0,66.0,63.0,4.9
3/1/2012,3/31/2012,"Johnson County, KS",Multi-Family (2-4 Unit),60000.0,209950.0,3.0,4.0,8.0
5/1/2012,5/31/2012,"Johnson County, KS",Condo/Co-op,83000.0,200000.0,15.0,14.0,5.7
2/1/2020,2/29/2020,"Johnson County, KS",Townhouse,155555.0,341000.0,39.0,60.0,2.0
6/1/2016,6/30/2016,"Johnson County, KS",Multi-Family (2-4 Unit),176000.0,254950.0,9.0,10.0,1.4
11/1/2022,11/30/2022,"Johnson County, KS",Multi-Family (2-4 Unit),336000.0,390000.0,3.0,3.0,0.3
8/1/2015,8/31/2015,"Johnson County, KS",Multi-Family (2-4 Unit),194000.0,235000.0,11.0,5.0,1.7
5/1/2015,5/31/2015,"Johnson County, KS",Condo/Co-op,119000.0,240000.0,35.0,24.0,1.7
8/1/2022,8/31/2022,"Johnson County, KS",Multi-Family (2-4 Unit),320000.0,379900.0,5.0,5.0,0.6
9/1/2013,9/30/2013,"Johnson County, KS",Multi-Family (2-4 Unit),206250.0,215000.0,2.0,13.0,17.0
7/1/2013,7/31/2013,"Johnson County, KS",Condo/Co-op,91000.0,215000.0,18.0,19.0,3.4
2/1/2014,2/28/2014,"Johnson County, KS",Single Family Residential,210000.0,230000.0,439.0,717.0,6.2
8/1/2017,8/31/2017,"Johnson County, KS",Townhouse,171250.0,250000.0,78.0,92.0,1.8
3/1/2021,3/31/2021,"Johnson County, KS",Single Family Residential,389900.0,369000.0,731.0,1149.0,1.5
11/1/2013,11/30/2013,"Johnson County, KS",Single Family Residential,240500.0,219900.0,628.0,593.0,4.7
4/1/2013,4/30/2013,"Johnson County, KS",Condo/Co-op,84500.0,220000.0,18.0,23.0,4.0
1/1/2014,1/31/2014,"Johnson County, KS",All Residential,193750.0,227000.0,512.0,688.0,5.5
8/1/2019,8/31/2019,"Johnson County, KS",Condo/Co-op,194000.0,300000.0,17.0,20.0,2.0
11/1/2014,11/30/2014,"Johnson County, KS",Multi-Family (2-4 Unit),176500.0,230000.0,6.0,7.0,4.7
5/1/2014,5/31/2014,"Johnson County, KS",Townhouse,140000.0,230000.0,79.0,68.0,2.9
4/1/2015,4/30/2015,"Johnson County, KS",Townhouse,143000.0,245000.0,75.0,97.0,3.2
6/1/2013,6/30/2013,"Johnson County, KS",Multi-Family (2-4 Unit),156250.0,229000.0,2.0,3.0,15.0
6/1/2012,6/30/2012,"Johnson County, KS",Multi-Family (2-4 Unit),137075.0,219000.0,2.0,8.0,11.5
5/1/2013,5/31/2013,"Johnson County, KS",Condo/Co-op,88000.0,214950.0,11.0,21.0,6.7
3/1/2019,3/31/2019,"Johnson County, KS",All Residential,290000.0,310000.0,775.0,1267.0,2.6
8/1/2012,8/31/2012,"Johnson County, KS",Multi-Family (2-4 Unit),143950.0,209450.0,6.0,4.0,3.5
9/1/2019,9/30/2019,"Johnson County, KS",Condo/Co-op,137050.0,315000.0,18.0,14.0,1.8
7/1/2013,7/31/2013,"Johnson County, KS",Multi-Family (2-4 Unit),144000.0,215000.0,4.0,9.0,8.8
7/1/2014,7/31/2014,"Johnson County, KS",Single Family Residential,235000.0,232750.0,1049.0,1101.0,3.4
7/1/2012,7/31/2012,"Johnson County, KS",Condo/Co-op,100000.0,210000.0,17.0,19.0,4.8
10/1/2017,10/31/2017,"Johnson County, KS",Townhouse,155000.0,279900.0,74.0,78.0,2.1
7/1/2013,7/31/2013,"Johnson County, KS",Townhouse,150500.0,215000.0,64.0,67.0,4.2
5/1/2012,5/31/2012,"Johnson County, KS",Multi-Family (2-4 Unit),107000.0,200000.0,5.0,5.0,3.8
8/1/2015,8/31/2015,"Johnson County, KS",All Residential,240000.0,235000.0,1079.0,969.0,3.1
12/1/2017,12/31/2017,"Johnson County, KS",All Residential,264200.0,274900.0,850.0,478.0,2.1
8/1/2012,8/31/2012,"Johnson County, KS",All Residential,223000.0,209450.0,931.0,884.0,4.3
7/1/2019,7/31/2019,"Johnson County, KS",All Residential,305000.0,285000.0,1214.0,1157.0,1.9
7/1/2020,7/31/2020,"Johnson County, KS",Single Family Residential,348000.0,325000.0,1259.0,1205.0,1.2
10/1/2014,10/31/2014,"Johnson County, KS",Multi-Family (2-4 Unit),148500.0,225000.0,4.0,8.0,8.5
1/1/2013,1/31/2013,"Johnson County, KS",Multi-Family (2-4 Unit),185000.0,210000.0,1.0,7.0,25.0
8/1/2020,8/31/2020,"Johnson County, KS",All Residential,334000.0,335000.0,1221.0,1201.0,1.2
2/1/2018,2/28/2018,"Johnson County, KS",Condo/Co-op,119000.0,299550.0,11.0,14.0,2.1
3/1/2023,3/31/2023,"Johnson County, KS",Condo/Co-op,180000.0,420000.0,11.0,9.0,1.4
6/1/2020,6/30/2020,"Johnson County, KS",Single Family Residential,335000.0,345000.0,1074.0,1196.0,1.4
11/1/2016,11/30/2016,"Johnson County, KS",Condo/Co-op,114000.0,250000.0,21.0,15.0,1.7
12/1/2015,12/31/2015,"Johnson County, KS",Townhouse,152000.0,239900.0,45.0,35.0,3.4
4/1/2019,4/30/2019,"Johnson County, KS",All Residential,295750.0,325000.0,922.0,1465.0,2.5
10/1/2015,10/31/2015,"Johnson County, KS",Single Family Residential,247000.0,249250.0,777.0,816.0,3.7
4/1/2021,4/30/2021,"Johnson County, KS",Single Family Residential,381000.0,374600.0,901.0,1273.0,1.4
9/1/2020,9/30/2020,"Johnson County, KS",Single Family Residential,355000.0,350000.0,1075.0,1060.0,1.3
7/1/2013,7/31/2013,"Johnson County, KS",Single Family Residential,233000.0,215000.0,1083.0,1058.0,3.3
7/1/2016,7/31/2016,"Johnson County, KS",All Residential,259950.0,250000.0,1175.0,1177.0,2.4
10/1/2020,10/31/2020,"Johnson County, KS",Single Family Residential,349450.0,320000.0,1052.0,1155.0,1.4
2/1/2021,2/28/2021,"Johnson County, KS",Multi-Family (2-4 Unit),272500.0,379950.0,3.0,8.0,0.7
12/1/2021,12/31/2021,"Johnson County, KS",Townhouse,230500.0,370000.0,62.0,41.0,0.7
6/1/2017,6/30/2017,"Johnson County, KS",Townhouse,174975.0,269950.0,86.0,102.0,1.3
11/1/2022,11/30/2022,"Johnson County, KS",Condo/Co-op,155750.0,390000.0,18.0,25.0,1.6
4/1/2017,4/30/2017,"Johnson County, KS",All Residential,257000.0,279900.0,923.0,1367.0,2.5
11/1/2018,11/30/2018,"Johnson County, KS",Single Family Residential,293000.0,289700.0,794.0,605.0,2.5
9/1/2020,9/30/2020,"Johnson County, KS",Condo/Co-op,148500.0,350000.0,14.0,24.0,1.7
10/1/2020,10/31/2020,"Johnson County, KS",Condo/Co-op,147500.0,320000.0,18.0,23.0,1.5
2/1/2017,2/28/2017,"Johnson County, KS",Multi-Family (2-4 Unit),210000.0,285000.0,6.0,1.0,1.0
7/1/2017,7/31/2017,"Johnson County, KS",Townhouse,178750.0,265000.0,72.0,76.0,1.7
10/1/2014,10/31/2014,"Johnson County, KS",Single Family Residential,226650.0,225000.0,750.0,724.0,4.2
4/1/2021,4/30/2021,"Johnson County, KS",Townhouse,270000.0,374600.0,66.0,85.0,0.7
12/1/2014,12/31/2014,"Johnson County, KS",Multi-Family (2-4 Unit),270000.0,,7.0,,2.4
7/1/2012,7/31/2012,"Johnson County, KS",Multi-Family (2-4 Unit),189250.0,210000.0,4.0,6.0,5.8
4/1/2017,4/30/2017,"Johnson County, KS",Multi-Family (2-4 Unit),205000.0,279900.0,5.0,6.0,1.2
5/1/2018,5/31/2018,"Johnson County, KS",Multi-Family (2-4 Unit),255000.0,297750.0,6.0,3.0,1.3
8/1/2014,8/31/2014,"Johnson County, KS",Single Family Residential,240000.0,224900.0,898.0,895.0,3.8
6/1/2022,6/30/2022,"Johnson County, KS",Townhouse,249975.0,399900.0,74.0,70.0,1.0
4/1/2012,4/30/2012,"Johnson County, KS",Townhouse,125000.0,215000.0,55.0,80.0,6.1
11/1/2020,11/30/2020,"Johnson County, KS",Condo/Co-op,140000.0,329000.0,18.0,16.0,1.0
3/1/2013,3/31/2013,"Johnson County, KS",Condo/Co-op,92250.0,215000.0,12.0,22.0,5.8
5/1/2017,5/31/2017,"Johnson County, KS",All Residential,270000.0,269997.0,1253.0,1331.0,1.9
11/1/2018,11/30/2018,"Johnson County, KS",Townhouse,189500.0,289700.0,60.0,61.0,1.9
4/1/2022,4/30/2022,"Johnson County, KS",All Residential,400000.0,400000.0,866.0,1232.0,1.2
12/1/2019,12/31/2019,"Johnson County, KS",Multi-Family (2-4 Unit),142000.0,300000.0,3.0,5.0,1.3
5/1/2021,5/31/2021,"Johnson County, KS",Single Family Residential,390000.0,365000.0,1024.0,1260.0,1.2
5/1/2014,5/31/2014,"Johnson County, KS",All Residential,225000.0,230000.0,1103.0,1379.0,3.7
1/1/2015,1/31/2015,"Johnson County, KS",Multi-Family (2-4 Unit),104250.0,243900.0,3.0,8.0,7.3
7/1/2016,7/31/2016,"Johnson County, KS",Townhouse,166000.0,250000.0,63.0,77.0,2.8
5/1/2014,5/31/2014,"Johnson County, KS",Single Family Residential,233250.0,230000.0,1001.0,1270.0,3.7
